name,pokedex_number,type1,type2,abilities,generation,is_legendary,base_total,capture_rate,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,classfication,defense,experience_growth,height_m,hp,japanese_name,percentage_male,sp_attack,sp_defense,speed,weight_kg
Umbreon,197,dark,,"['Synchronize', 'Inner Focus']",2,0,525,45,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,65,8960,35,Moonlight Pokémon,110,1000000,1,95,Blackyブラッキー,88.1,60,130,65,27
Murkrow,198,dark,flying,"['Insomnia', 'Super Luck', 'Prankster']",2,0,405,30,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,85,5120,35,Darkness Pokémon,42,1059860,0.5,60,Yamikarasuヤミカラス,50,85,42,91,2.1
Slowking,199,water,psychic,"['Oblivious', 'Own Tempo', 'Regenerator']",2,0,490,70,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,75,5120,70,Royal Pokémon,80,1000000,2,95,Yadokingヤドキング,50,100,110,30,79.5
Misdreavus,200,ghost,,['Levitate'],2,0,435,45,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,6400,35,Screech Pokémon,60,800000,0.7,60,Mumaムウマ,50,85,85,85,1
Unown,201,psychic,,['Levitate'],2,0,336,225,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,72,10240,70,Symbol Pokémon,48,1000000,0.5,48,Unknownアンノーン,,72,48,48,5
Wobbuffet,202,psychic,,"['Shadow Tag', 'Telepathy']",2,0,405,45,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,33,5120,70,Patient Pokémon,58,1000000,1.3,190,Sonansソーナンス,50,33,58,33,28.5
Girafarig,203,normal,psychic,"['Inner Focus', 'Early Bird', 'Sap Sipper']",2,0,455,60,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,80,5120,70,Long Neck Pokémon,65,1000000,1.5,70,Kirinrikiキリンリキ,50,90,65,85,41.5
Pineco,204,bug,,"['Sturdy', 'Overcoat']",2,0,290,190,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,65,5120,70,Bagworm Pokémon,90,1000000,0.6,50,Kunugidamaクヌギダマ,50,35,35,15,7.2
Forretress,205,bug,steel,"['Sturdy', 'Overcoat']",2,0,465,75,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,90,5120,70,Bagworm Pokémon,140,1000000,1.2,75,Foretosフォレトス,50,60,60,40,125.8
Dunsparce,206,normal,,"['Serene Grace', 'Run Away', 'Rattled']",2,0,415,190,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,5120,70,Land Snake Pokémon,70,1000000,1.5,100,Nokocchiノコッチ,50,65,65,45,14
Gligar,207,ground,flying,"['Hyper Cutter', 'Sand Veil', 'Immunity']",2,0,430,60,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,75,5120,70,Flyscorpion Pokémon,105,1059860,1.1,65,Gligerグライガー,50,35,65,85,64.8
Steelix,208,steel,ground,"['Rock Head', 'Sturdy', 'Sheer Force']",2,0,610,25,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,125,6400,70,Iron Snake Pokémon,230,1000000,9.2,75,Haganeilハガネール,50,55,95,30,400
Snubbull,209,fairy,,"['Intimidate', 'Run Away', 'Rattled']",2,0,300,190,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,80,5120,70,Fairy Pokémon,50,800000,0.6,60,Buluブルー,24.6,40,40,30,7.8
Granbull,210,fairy,,"['Intimidate', 'Quick Feet', 'Rattled']",2,0,450,75,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,120,5120,70,Fairy Pokémon,75,800000,1.4,90,Granbuluグランブル,24.6,60,60,45,48.7
Qwilfish,211,water,poison,"['Poison Point', 'Swift Swim', 'Intimidate']",2,0,440,45,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,95,5120,70,Balloon Pokémon,85,1000000,0.5,65,Harysenハリーセン,50,55,55,85,3.9
Scizor,212,bug,steel,"['Swarm', 'Technician', 'Light Metal']",2,0,600,25,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,150,6400,70,Pincer Pokémon,140,1000000,1.8,70,Hassamハッサム,50,65,100,75,118
Shuckle,213,bug,rock,"['Sturdy', 'Gluttony', 'Contrary']",2,0,505,190,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,10,5120,70,Mold Pokémon,230,1059860,0.6,20,Tsubotsuboツボツボ,50,10,230,5,20.5
Heracross,214,bug,fighting,"['Swarm', 'Guts', 'Moxie']",2,0,600,45,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,185,6400,70,Singlehorn Pokémon,115,1250000,1.5,80,Heracrosヘラクロス,50,40,105,75,54
Sneasel,215,dark,ice,"['Inner Focus', 'Keen Eye', 'Pickpocket']",2,0,430,60,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,95,5120,35,Sharp Claw Pokémon,55,1059860,0.9,55,Nyulaニューラ,50,35,75,115,28
Teddiursa,216,normal,,"['Pickup', 'Quick Feet', 'Honey Gather']",2,0,330,120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,Little Bear Pokémon,50,1000000,0.6,60,Himegumaヒメグマ,50,50,50,40,8.8
Ursaring,217,normal,,"['Guts', 'Quick Feet', 'Unnerve']",2,0,500,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,130,5120,70,Hibernator Pokémon,75,1000000,1.8,90,Ringumaリングマ,50,75,75,55,125.8
Slugma,218,fire,,"['Magma Armor', 'Flame Body', 'Weak Armor']",2,0,250,190,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,40,5120,70,Lava Pokémon,40,1000000,0.7,40,Magmagマグマッグ,50,70,40,20,35
Magcargo,219,fire,rock,"['Magma Armor', 'Flame Body', 'Weak Armor']",2,0,430,75,0.5,1,1,1,0.5,2,0.25,0.5,1,1,4,0.5,0.5,0.5,1,2,1,4,50,5120,70,Lava Pokémon,120,1000000,0.8,60,Magcargotマグカルゴ,50,90,80,30,55
Swinub,220,ice,ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",2,0,250,225,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,50,5120,70,Pig Pokémon,40,1250000,0.4,50,Urimooウリムー,50,30,30,50,6.5
Piloswine,221,ice,ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",2,0,450,75,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,100,5120,70,Swine Pokémon,80,1250000,1.1,100,Inomooイノムー,50,60,60,50,55.8
Corsola,222,water,rock,"['Hustle', 'Natural Cure', 'Regenerator']",2,0,410,60,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,55,5120,70,Coral Pokémon,95,800000,0.6,65,Sunnygoサニーゴ,24.6,65,95,35,5
Remoraid,223,water,,"['Hustle', 'Sniper', 'Moody']",2,0,300,190,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,Jet Pokémon,35,1000000,0.6,35,Teppouoテッポウオ,50,65,35,65,12
Octillery,224,water,,"['Suction Cups', 'Sniper', 'Moody']",2,0,480,75,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,Jet Pokémon,75,1000000,0.9,75,Okutankオクタン,50,105,75,45,28.5
Delibird,225,ice,flying,"['Vital Spirit', 'Hustle', 'Insomnia']",2,0,330,45,0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,55,5120,70,Delivery Pokémon,45,800000,0.9,45,Delibirdデリバード,50,65,45,75,16
Mantine,226,water,flying,"['Swift Swim', 'Water Absorb', 'Water Veil']",2,0,485,25,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,40,6400,70,Kite Pokémon,70,1250000,2.1,85,Mantainマンタイン,50,80,140,70,220
Skarmory,227,steel,flying,"['Keen Eye', 'Sturdy', 'Weak Armor']",2,0,465,25,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,80,6400,70,Armor Bird Pokémon,140,1250000,1.7,65,Airmdエアームド,50,40,70,70,50.5
Houndour,228,dark,fire,"['Early Bird', 'Flash Fire', 'Unnerve']",2,0,330,120,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,60,5120,35,Dark Pokémon,30,1250000,0.6,45,Delvilデルビル,50,80,50,65,10.8
Houndoom,229,dark,fire,"['Early Bird', 'Flash Fire', 'Unnerve']",2,0,600,45,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,90,5120,35,Dark Pokémon,90,1250000,1.4,75,Hellgarヘルガー,50,140,90,115,35
Kingdra,230,water,dragon,"['Swift Swim', 'Sniper', 'Damp']",2,0,540,45,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,95,5120,70,Dragon Pokémon,95,1000000,1.8,75,Kingdraキングドラ,50,95,95,85,152
Phanpy,231,ground,,"['Pickup', 'Sand Veil']",2,0,330,120,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,60,5120,70,Long Nose Pokémon,60,1000000,0.5,90,Gomazouゴマゾウ,50,40,40,40,33.5
Donphan,232,ground,,"['Sturdy', 'Sand Veil']",2,0,500,60,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,120,5120,70,Armor Pokémon,120,1000000,1.1,90,Donfanドンファン,50,60,60,50,120
Porygon2,233,normal,,"['Trace', 'Download', 'Analytic']",2,0,515,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,Virtual Pokémon,90,1000000,0.6,85,Porygon2ポリゴン２,,105,95,60,32.5
Stantler,234,normal,,"['Intimidate', 'Frisk', 'Sap Sipper']",2,0,465,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,5120,70,Big Horn Pokémon,62,1250000,1.4,73,Odoshishiオドシシ,50,85,65,85,71.2
Smeargle,235,normal,,"['Own Tempo', 'Technician', 'Moody']",2,0,250,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,20,5120,70,Painter Pokémon,35,800000,1.2,55,Dobleドーブル,50,20,45,75,58
Tyrogue,236,fighting,,"['Guts', 'Steadfast', 'Vital Spirit']",2,0,210,75,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,35,6400,70,Scuffle Pokémon,35,1000000,0.7,35,Balkieバルキー,100,35,35,35,21
Hitmontop,237,fighting,,"['Intimidate', 'Technician', 'Steadfast']",2,0,455,45,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,95,6400,70,Handstand Pokémon,95,1000000,1.4,50,Kapoererカポエラー,100,35,110,70,48
Smoochum,238,ice,psychic,"['Oblivious', 'Forewarn', 'Hydration']",2,0,305,45,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,30,6400,70,Kiss Pokémon,15,1000000,0.4,45,Muchulムチュール,0,85,65,65,6
Elekid,239,electric,,"['Static', 'Vital Spirit']",2,0,360,45,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,63,6400,70,Electric Pokémon,37,1000000,0.6,45,Elekidエレキッド,75.4,65,55,95,23.5
Magby,240,fire,,"['Flame Body', 'Vital Spirit']",2,0,365,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75,6400,70,Live Coal Pokémon,37,1000000,0.7,45,Bubyブビィ,75.4,70,55,83,21.4
Miltank,241,normal,,"['Thick Fat', 'Scrappy', 'Sap Sipper']",2,0,490,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,Milk Cow Pokémon,105,1250000,1.2,95,Miltankミルタンク,0,40,70,100,75.5
Blissey,242,normal,,"['Natural Cure', 'Serene Grace', 'Healer']",2,0,540,30,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10,10240,140,Happiness Pokémon,10,800000,1.5,255,Happinasハピナス,0,75,135,55,46.8
Raikou,243,electric,,"['Pressure', 'Inner Focus']",2,1,580,3,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,20480,35,Thunder Pokémon,75,1250000,1.9,90,Raikouライコウ,,115,100,115,178
Entei,244,fire,,"['Pressure', 'Inner Focus']",2,1,580,3,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,115,20480,35,Volcano Pokémon,85,1250000,2.1,115,Enteiエンテイ,,90,75,100,198
Suicune,245,water,,"['Pressure', 'Inner Focus']",2,1,580,3,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,20480,35,Aurora Pokémon,115,1250000,2,100,Suicuneスイクン,,90,115,85,187
Larvitar,246,rock,ground,"['Guts', 'Sand Veil']",2,0,300,45,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,64,10240,35,Rock Skin Pokémon,50,1250000,0.6,50,Yogirasヨーギラス,50,45,50,41,72
Pupitar,247,rock,ground,['Shed Skin'],2,0,410,45,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,84,10240,35,Hard Shell Pokémon,70,1250000,1.2,70,Sanagirasサナギラス,50,65,70,51,152
Tyranitar,248,rock,dark,"['Sand Stream', 'Unnerve']",2,0,700,45,2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2,164,10240,35,Armor Pokémon,150,1250000,2,100,Bangirasバンギラス,50,95,120,71,202
Lugia,249,psychic,flying,"['Pressure', 'Multiscale']",2,1,680,3,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,90,30720,0,Diving Pokémon,130,1250000,5.2,106,Lugiaルギア,,90,154,110,216
Ho-Oh,250,fire,flying,"['Pressure', 'Regenerator']",2,1,680,3,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,130,30720,0,Rainbow Pokémon,90,1250000,3.8,106,Hououホウオウ,,110,154,90,199
Celebi,251,psychic,grass,['Natural Cure'],2,1,600,45,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,100,30720,100,Time Travel Pokémon,100,1059860,0.6,100,Celebiセレビィ,,100,100,100,5
Treecko,252,grass,,"['Overgrow', 'Unburden']",3,0,310,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5120,70,Wood Gecko Pokémon,35,1059860,0.5,40,Kimoriキモリ,88.1,65,55,70,5
Grovyle,253,grass,,"['Overgrow', 'Unburden']",3,0,405,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,65,5120,70,Wood Gecko Pokémon,45,1059860,0.9,50,Juptileジュプトル,88.1,85,65,95,21.6
Sceptile,254,grass,,"['Overgrow', 'Unburden']",3,0,630,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,5120,70,Forest Pokémon,75,1059860,1.7,70,Jukainジュカイン,88.1,145,85,145,52.2
Torchic,255,fire,,"['Blaze', 'Speed Boost']",3,0,310,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,60,5120,70,Chick Pokémon,40,1059860,0.4,45,Achamoアチャモ,88.1,70,50,45,2.5
Combusken,256,fire,fighting,"['Blaze', 'Speed Boost']",3,0,405,45,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,85,5120,70,Young Fowl Pokémon,60,1059860,0.9,60,Wakasyamoワカシャモ,88.1,85,60,55,19.5
Blaziken,257,fire,fighting,"['Blaze', 'Speed Boost']",3,0,630,45,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,160,5120,70,Blaze Pokémon,80,1059860,1.9,80,Bursyamoバシャーモ,88.1,130,80,100,52
Mudkip,258,water,,"['Torrent', 'Damp']",3,0,310,45,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,5120,70,Mud Fish Pokémon,50,1059860,0.4,50,Mizugorouミズゴロウ,88.1,50,50,40,7.6
Marshtomp,259,water,ground,"['Torrent', 'Damp']",3,0,405,45,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,85,5120,70,Mud Fish Pokémon,70,1059860,0.7,70,Numacrawヌマクロー,88.1,60,70,50,28
Swampert,260,water,ground,"['Torrent', 'Damp']",3,0,635,45,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,150,5120,70,Mud Fish Pokémon,110,1059860,1.5,100,Laglargeラグラージ,88.1,95,110,70,81.9
Poochyena,261,dark,,"['Run Away', 'Quick Feet', 'Rattled']",3,0,220,255,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,55,3840,70,Bite Pokémon,35,1000000,0.5,35,Pochienaポチエナ,50,30,30,35,13.6
Mightyena,262,dark,,"['Intimidate', 'Quick Feet', 'Moxie']",3,0,420,127,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,3840,70,Bite Pokémon,70,1000000,1,70,Graenaグラエナ,50,60,60,70,37
Zigzagoon,263,normal,,"['Pickup', 'Gluttony', 'Quick Feet']",3,0,240,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30,3840,70,Tiny Racoon Pokémon,41,1000000,0.4,38,Jiguzagumaジグザグマ,50,30,41,60,17.5
Linoone,264,normal,,"['Pickup', 'Gluttony', 'Quick Feet']",3,0,420,90,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,3840,70,Rush Pokémon,61,1000000,0.5,78,Massugumaマッスグマ,50,50,61,100,32.5
Wurmple,265,bug,,"['Shield Dust', 'Run Away']",3,0,195,255,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,45,3840,70,Worm Pokémon,35,1000000,0.3,45,Kemussoケムッソ,50,20,30,20,3.6
Silcoon,266,bug,,['Shed Skin'],3,0,205,120,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,3840,70,Cocoon Pokémon,55,1000000,0.6,50,Karasalisカラサリス,50,25,25,15,10
Beautifly,267,bug,flying,"['Swarm', 'Rivalry']",3,0,395,45,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,70,3840,70,Butterfly Pokémon,50,1000000,1,60,Agehuntアゲハント,50,100,50,65,28.4
Cascoon,268,bug,,['Shed Skin'],3,0,205,120,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,3840,70,Cocoon Pokémon,55,1000000,0.7,50,Mayuldマユルド,50,25,25,15,11.5
Dustox,269,bug,poison,"['Shield Dust', 'Compoundeyes']",3,0,385,45,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,3840,70,Poison Moth Pokémon,70,1000000,1.2,60,Dokucaleドクケイル,50,50,90,65,31.6
Lotad,270,water,grass,"['Swift Swim', 'Rain Dish', 'Own Tempo']",3,0,220,255,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,30,3840,70,Water Weed Pokémon,30,1059860,0.5,40,Hassbohハスボー,50,40,50,30,2.6
Lombre,271,water,grass,"['Swift Swim', 'Rain Dish', 'Own Tempo']",3,0,340,120,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,50,3840,70,Jolly Pokémon,50,1059860,1.2,60,Hasubreroハスブレロ,50,60,70,50,32.5
Ludicolo,272,water,grass,"['Swift Swim', 'Rain Dish', 'Own Tempo']",3,0,480,45,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,70,3840,70,Carefree Pokémon,70,1059860,1.5,80,Runpappaルンパッパ,50,90,100,70,55
Seedot,273,grass,,"['Chlorophyll', 'Early Bird', 'Pickpocket']",3,0,220,255,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,3840,70,Acorn Pokémon,50,1059860,0.5,40,Tanebohタネボー,50,30,30,30,4
Nuzleaf,274,grass,dark,"['Chlorophyll', 'Early Bird', 'Pickpocket']",3,0,340,120,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,70,3840,70,Wily Pokémon,40,1059860,1,70,Konohanaコノハナ,50,60,40,60,28
Shiftry,275,grass,dark,"['Chlorophyll', 'Early Bird', 'Pickpocket']",3,0,480,45,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,100,3840,70,Wickid Pokémon,60,1059860,1.3,90,Dirtengダーテング,50,90,60,80,59.6
Taillow,276,normal,flying,"['Guts', 'Scrappy']",3,0,270,200,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,TinySwallow Pokémon,30,1059860,0.3,40,Subameスバメ,50,30,30,85,2.3
Swellow,277,normal,flying,"['Guts', 'Scrappy']",3,0,455,45,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,3840,70,Swallow Pokémon,60,1059860,0.7,60,Ohsubameオオスバメ,50,75,50,125,19.8
Wingull,278,water,flying,"['Keen Eye', 'Hydration', 'Rain Dish']",3,0,270,190,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,30,5120,70,Seagull Pokémon,30,1000000,0.6,40,Camomeキャモメ,50,55,30,85,9.5
Pelipper,279,water,flying,"['Keen Eye', 'Drizzle', 'Rain Dish']",3,0,440,45,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,5120,70,Water Bird Pokémon,100,1000000,1.2,60,Pelipperペリッパー,50,95,70,65,28
Ralts,280,psychic,fairy,"['Synchronize', 'Trace', 'Telepathy']",3,0,198,235,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,5120,35,Feeling Pokémon,25,1250000,0.4,28,Raltsラルトス,50,45,35,40,6.6
Kirlia,281,psychic,fairy,"['Synchronize', 'Trace', 'Telepathy']",3,0,278,120,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,35,5120,35,Emotion Pokémon,35,1250000,0.8,38,Kirliaキルリア,50,65,55,50,20.2
Gardevoir,282,psychic,fairy,"['Synchronize', 'Trace', 'Telepathy']",3,0,618,45,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,85,5120,35,Embrace Pokémon,65,1250000,1.6,68,Sirnightサーナイト,50,165,135,100,48.4
Surskit,283,bug,water,"['Swift Swim', 'Rain Dish']",3,0,269,200,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,30,3840,70,Pond Skater Pokémon,32,1000000,0.5,40,Ametamaアメタマ,50,50,52,65,1.7
Masquerain,284,bug,flying,"['Intimidate', 'Unnerve']",3,0,454,75,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,60,3840,70,Eyeball Pokémon,62,1000000,0.8,70,Amemothアメモース,50,100,82,80,3.6
Shroomish,285,grass,,"['Effect Spore', 'Poison Heal', 'Quick Feet']",3,0,295,255,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,3840,70,Mushroom Pokémon,60,1640000,0.4,60,Kinococoキノココ,50,40,60,35,4.5
Breloom,286,grass,fighting,"['Effect Spore', 'Poison Heal', 'Technician']",3,0,460,90,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,130,3840,70,Mushroom Pokémon,80,1640000,1.2,60,Kinogassaキノガッサ,50,60,60,70,39.2
Slakoth,287,normal,,['Truant'],3,0,280,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,Slacker Pokémon,60,1250000,0.8,60,Namakeroナマケロ,50,35,35,30,24
Vigoroth,288,normal,,['Vital Spirit'],3,0,440,120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,3840,70,Wild Monkey Pokémon,80,1250000,1.4,80,Yarukimonoヤルキモノ,50,55,55,90,46.5
Slaking,289,normal,,['Truant'],3,0,670,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,3840,70,Lazy Pokémon,100,1250000,2,150,Kekkingケッキング,50,95,65,100,130.5
Nincada,290,bug,ground,"['Compoundeyes', 'Run Away']",3,0,266,255,1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,45,3840,70,Trainee Pokémon,90,600000,0.5,31,Tutininツチニン,50,30,30,40,5.5
Ninjask,291,bug,flying,"['Speed Boost', 'Infiltrator']",3,0,456,120,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,90,3840,70,Ninja Pokémon,45,600000,0.8,61,Tekkaninテッカニン,50,50,50,160,12
Shedinja,292,bug,ghost,['Wonder Guard'],3,0,236,45,0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1,90,3840,70,Shed Pokémon,45,600000,0.8,1,Nukeninヌケニン,,30,30,40,1.2
Whismur,293,normal,,"['Soundproof', 'Rattled']",3,0,240,190,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,51,5120,70,Whisper Pokémon,23,1059860,0.6,64,Gonyonyoゴニョニョ,50,51,23,28,16.3
Loudred,294,normal,,"['Soundproof', 'Scrappy']",3,0,360,120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,71,5120,70,Big Voice Pokémon,43,1059860,1,84,Dogohmbドゴーム,50,71,43,48,40.5
Exploud,295,normal,,"['Soundproof', 'Scrappy']",3,0,490,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,91,5120,70,Loud Noise Pokémon,63,1059860,1.5,104,Bakuongバクオング,50,91,73,68,84
Makuhita,296,fighting,,"['Thick Fat', 'Guts', 'Sheer Force']",3,0,237,180,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,60,5120,70,Guts Pokémon,30,1640000,1,72,Makunoshitaマクノシタ,75.4,20,30,25,86.4
Hariyama,297,fighting,,"['Thick Fat', 'Guts', 'Sheer Force']",3,0,474,200,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,5120,70,Arm Thrust Pokémon,60,1640000,2.3,144,Hariteyamaハリテヤマ,75.4,40,60,50,253.8
